,text,label
2207,doing an e-mail interview with  who is in japan with just an iphone. this week has been nothing if not surprising. #sxsw,No emotion toward brand or product
2208,"mr. google,  : do you recommend submitting to article banks as an seo strategy?  (i'm not a big fan.) #sxsw",No emotion toward brand or product
2209,"dear apple, could you roll a hot dog cart full of ipad 2's down to the austin convention center. (and bring hot dogs?) #sxsw",Positive emotion
2210,"so strange, mixed tweets of #ipad spammers, #sxsw, and regular life together wpacific rim rocking near nuclear disaster. does not compute",No emotion toward brand or product
2211,"on iphone, mute tags, people, conversations ""so does  for those on mobile #sxsw #notatsxsw "" rt",No emotion toward brand or product
2212,"new iphone, new ipad 2, and they come running as fast as they can, cuz every girl crazy about a sharp mac man... strums guitar  #sxsw",Positive emotion
2213,pdparticle:  who said you won't be able to get the ipad 2 at #sxsw? apple is opening a pop-up store i...,No emotion toward brand or product
2214,now online: first ipad 2 in the wild at #sxsw,No emotion toward brand or product
2215,hey people! down here at #sxsw and we are about to launch   follow for all the details and a chance for a free ipad 2 !,Positive emotion
2216,"oh, #apple... you are ridiculous: before it even begins, apple wins#sxsw  via",Positive emotion
2217,it's apple's decision though to not partake in the discussion and be open  dev friendly #browserwars #sxsw cc,No emotion toward brand or product
2218,"foursquares extra special: a revamped, fully automated merchant platform  #denniscrowley #iphone #sxsw",No emotion toward brand or product
2219,genius idea rt  apple popup store at #sxsw,Positive emotion
2220,had no idea that  quietly launched its hotpot review product last fall #outoftheloop #sxsw.  look into it.,No emotion toward brand or product
2221,update: heading to the apple store so i can buy an ipad. #sxsw,Positive emotion
2222,"getting ready for ""ipad design headaches"" #sxsw",Negative emotion
2223,getting ready for #sxsw by installing  on my iphone. woot!,Positive emotion
2224,"getting ready for a session on designing ipad interfaces by lynn teo. ballroom a, austin convention center. #sxsw",No emotion toward brand or product
2225,getting ready for designing ipad interfaces #sxsw ( acc - ballroom a w 39 others) pic:,No emotion toward brand or product
2226,"getting ready for your mom has an ipad: designing for boomers.
 #sxsw",No emotion toward brand or product
2227,"#sxsw already paying dividends, discovered a couple of cool apps for iphone and android.",Positive emotion
2228,#aapl already the big winner at #sxsw  #in,No emotion toward brand or product
2229,getting ready to hear about the  road map from vp product marissa mayer.  pls tell me you're going to focus on search.... #sxsw,No emotion toward brand or product
2230,#google real time location data as a layer on google earth gives breathtaking visual data #sxsw,Positive emotion
2231,i never realized how shitty by iphone battery was until #sxsw i'm charging every few hours,Negative emotion
2232,"...this really puts the whole #ipad release, and #sxsw in perspective, doesn't it?",No emotion toward brand or product
2233,i am so jealous of  because she's at #sxsw that i am not sending her tweets to my iphone until it's over. #bitter,No emotion toward brand or product
2234,"#apple steals the show (again), with pop-up #marketing at #sxsw--",Positive emotion
2235,i can stream #sxsw  on my ipad on sxsw go,No emotion toward brand or product
2236,met the team that set up the #sxsw apple store - set up whole place from nothing in 3 days. great work!,Positive emotion
2237,nice to hear that mint.com is working on an ipad app! #ftw #sxswi #sxsw,Positive emotion
2238,enjoyed learning about  experimentation product strategy fr  #sxtxstate #sxsw,No emotion toward brand or product
2239,so it appears apple is opening a pop up store in austin for #sxsw - the employees were trying to hide it. the beechwood tables gave it away.,Positive emotion
2240,several years too late? i think the trend of social apps is over...   #sxsw #google #circles #conversation,Negative emotion
2241,itune released free #sxsw featured music! download them today,No emotion toward brand or product
2242,another reason to go to austin: #apple to open a #sxsw popup store,Positive emotion
2243,what a great blog on the latest news of #sxsw ... like the opening of an #apple store?  #sxsw2011,Positive emotion
2244,#sxsw giveaway! free qr codes for your business cards and convention badges! get them at booth #1315 by,No emotion toward brand or product
2245,"""facebook and google are our biggest competitors."" said #4sq's crowley #sxsw #eurosxsw",Positive emotion
2246,update #recco!  which #sxsw panelsparties are def good times? follow friends who've been there b4 if you're a newbie.,No emotion toward brand or product
2247,today's tech tidbit: the ipad 2 takes over sxsw video  via   #ipad2 #sxsw #tech,Positive emotion
2248,"echofon for iphone & mac now both have mute functions, where you can block #sxsw & #sxswi. im about to do it. cant wait.",Positive emotion
2249,help me decide which panel to go to next: future of social photography or google doodles: burning man to pac-man and beyond. #sxsw,No emotion toward brand or product
2250,why the heck doesn't google maps use browser geo-location? am i missing it somehow? using chrome.  #sxsw #startupbus,Negative emotion
2251,off to check out the not-so-secret popup apple store for tomorrow's ipad2 release in austin. somebody re w the address... #sxsw,No emotion toward brand or product
2252,why the heck would anyone want mozilla to switch to crapkit (webkit) when gecko is good? stupid applegoogle bandwaggoners. #sxsw,Negative emotion
2253,woah. expect google circles today at #sxsw during google's league of extraordinary hackers events today. big!,Positive emotion
2254,z17: protect the innocent  en6p2e codes valid: 8:00-11:59:59p 031211 #infektd #sxsw #zlf,No emotion toward brand or product
2255,just passed a beat up pick up track with a dirty ass atv ona flatbead large driver is on an iphone...#sxsw,No emotion toward brand or product
2256,just passed a homeless w a sign: 'saving for ipad 2' #sxsw,No emotion toward brand or product
2257,"if you need access to atx hackerspace during #sxsw, hit up our google group:",No emotion toward brand or product
2258,"apple cited as the opposite of crowdsourcing - proprietary, steve jobs tells you what you want #csuitecsourcing #sxsw",Negative emotion
2259,i am amused at the apple pop-up store at #sxsw this year. brilliant idea... just brilliant. :d,Positive emotion
2260,just walked by the line for the ipad 2. bahahahaha! at least 5 blocks long. #fail #sxsw,Negative emotion
2261,"4.  we need experts coming together.  #sxsw brings experts from google to foursquare together to meet, greet, and present!",No emotion toward brand or product
2262,"it's called hot spots  -- mobile heatmap iphone app (leveraging 4sq) for #sxsw helps you find hot, or quiet, places",Positive emotion
2263,just bumped into  here in austin for sxswi and accelerater    #tech #sxsw,No emotion toward brand or product
2264,our updated iphone app has song info for select streams (incl.  247) & live video streaming in time for #sxsw,Positive emotion
2265,yes! nailed it - google circles: to allow our online communication to respect the same boundaries that our offline social lives do. #sxsw,Positive emotion
2266,i connected my bluetooth keyboard to my iphone! hello fast blogging while i'm at #sxsw,Positive emotion
2267,just posted my interview with  about the  story. that was really fun!  #appsavvy #sxsw,No emotion toward brand or product
2268,i convinced myself not to upgrade to ipad 2. but then i just held one at the #sxsw trade show... and failed my willpower check.,Positive emotion
2269,just walked past the supposed #apple #sxsw temp store downstairs  and the apple cult was outside taking photos on iphones.,Negative emotion
2270,just passed pop-up apple store at 6th. 5 blocks later?  naked bicycle guy. keep austin weird. #atx #sxsw,No emotion toward brand or product
2271,"just talked to mike tyson #sxsw about his new iphone game, which lets you fight pauly d and other celebs. more soon",No emotion toward brand or product
2272,just picked up a  carry-on in soho for my #sxsw! trip tomorrow... huge #ipad line,No emotion toward brand or product
2273,just picked up a backup iphone battery charger at the airport. also got 2 pairs of shoes yesterday - hello #sxsw,No emotion toward brand or product
2274,"just picked up my ipad 2, now back to #sxsw",Positive emotion
2275,just picked up the #leanstartup bundle for #sxsw from  --    #startups #reading #ipad,No emotion toward brand or product
2276,just picked up white ipad 2 pop up apple store #sxsw,No emotion toward brand or product
2277,"finally fed up with #angrybirds, julian screamed ""i got your no-fly zone right here, pigfucker!"" and threw his ipad at some kid. #sxsw",No emotion toward brand or product
2278,good to see  in line at the #sxsw popup apple store.,No emotion toward brand or product
2279,my must see #sxsw speakers: marissa mayer  pete cashmore  and dennis crowley  #gsdm #austin,No emotion toward brand or product
2280,cool to see and compliment  and  at the apple store this evening. i'll buy if you guys want to grab drinks at #sxsw.,No emotion toward brand or product
2281,"free coffee by company a, free drinks on company b, free food at company c. all money saved goes to apple. life at #sxsw. ;)",Positive emotion
2282,"will we see google's new social network ""circles"" today?  #sxsw #sxswi",No emotion toward brand or product
2283,want a free juice pack air for iphone 4? at #sxsw? well be giving away 5 at a to-be-announced location. stay tuned!,No emotion toward brand or product
2284,nice to see the speaker sneak in an irrelevant snarky comment about apple. class!  #sxsw #authenticationdesign,No emotion toward brand or product
2285,save a tree- go cardless! just signed up for  a cardless contact tool for #sxsw.  #environmental #android #iphone,No emotion toward brand or product
2286,#sxsw i need the best android dev here.  html5js issue need solving quickly.  handsome reward and love for grabs.,Positive emotion
2287,"""i need to confess: my mom doesn't have an ipad."" #mymom #sxsw",No emotion toward brand or product
2288,guess i need to figure out what sessions. ipad app is killer. selection overwhelming #sxsw,Positive emotion
2289,already seeing ipad 2s all over the place at #sxsw,No emotion toward brand or product
2290,after a week of #sxsw i have total ipad envy.  :)   #fb,Positive emotion
2291,anybody seen if the 6th st apple store is up yet? #sxsw,No emotion toward brand or product
2292,hard to keep up on all the #sxsw back channels   used to be just twitter.  need a priority alerts feature ala google in-box.,No emotion toward brand or product
2293,i can't keep up with this stuff:  to launch  like rewards at #sxsw  via,No emotion toward brand or product
2294,"#google sees itself not as a search engine, but an organizer of information, giving them a path to innovate new products #savebrands #sxsw",No emotion toward brand or product
2295,"#google sees the future evolving as mobile, social, and local converge to yield even more relevant results #sxsw",Positive emotion
2296,good to meet and see all  don't forget: #mindjet giving away an #ipad for best mindmanager map of  #sxswi details:,Positive emotion
2297,"by the tweets of it, friends are boarding planes around the world heading for #sxsw . have a great festival. bring me an ipad.",No emotion toward brand or product
2298,"if you prefer your news on iphone, ipad or droid,  has apps for that.   &  all on mobile apps now. #sxsw",Positive emotion
2299,"google prefers to launch hyped new social features with meh, not bang? via tc  #sxsw",Negative emotion
2300,"like in vegas during #ces, the iphone is best used as a hand warmer at #sxsw.",Negative emotion
2301,sitting behind a dude with a barcode tattoo on his neck. controlling the urge to scan it with my iphone #sxsw,No emotion toward brand or product
2302,apple unveils icarradio at south by southwest:  #apple #sxsw,No emotion toward brand or product
2303,"nadya direkova,  riffs on sid meier - user engagement w game mechanics - you cant over reward the user in first 10 minutes  #sxsw",No emotion toward brand or product
2304,"as the geeks leave austin and the music people hit town, the look and feel becomes more unique, less apple branded. #sxsw",No emotion toward brand or product
2305,#sxsw panel delayed as speakers wait for next apple product release! #notatsxsw,No emotion toward brand or product
2306,great panel on ipad magazine design. pulling articles from different mags sounds awesome. so who's going to build it? #touchingstories #sxsw,Positive emotion
2307,first panel up: marissa mayer of google presents.. #sxsw #marissagoogle,No emotion toward brand or product
2308,airport delay to #sxsw. just introduced  to #catphysics. i feel like a drug pusher: first ipad play is free but after that...,Positive emotion
2309,we have release android app for cluster -  #sxsw,No emotion toward brand or product
2310,apple's release of the ipad 2 during #sxsw is a huge win especially for international attendees in town for the show.,Positive emotion
2311,lots of telecommuters & co-workers in the room here.  ppl using skype & google docs a lot. #sxsw #looseorganizations,No emotion toward brand or product
2312,note to self: downside of tweeting on an white ipad 2 expect to be mocked.  #sxsw,Negative emotion
2313,"""i believe in god because there is no other explanation for apple's continued existence."" guy kawasaki #enchantment #sxsw",Positive emotion
2314,"i can't believe they built that #sxsw #apple store in, what, 2 days?",No emotion toward brand or product
2315,i can't believe what google just announced at maggie maes. game changer for sure. #sxsw,Positive emotion
2316,"googles melissa mayer speaks about augmented reality and contextual discovery at #sxsw, our lives will change with google and melissa!",No emotion toward brand or product
2317,you can tell #sxsw is happening when 15 of your few iphone apps all have updates at the same day.,Positive emotion
2318,how the hell am i supposed to get the new ipad when i am stumbling around austin during #sxsw #notwinning,No emotion toward brand or product
2319,i can't help but wonder if apple sent extra ipad 2's to austin-area stores?  #sxsw,No emotion toward brand or product
2320,i'll be helping  at 12:30 for the twitter for good at #sxsw at icenhaur's. come and join us,No emotion toward brand or product
2321,goal funnels in google analytics to track registrations. #srsly #sxsw #mitharvard,No emotion toward brand or product
2322,"safe travels, everyone. make sure to get your free gogo inflight wifi and sign up for the freshbooks shuttle!   #sxsw",No emotion toward brand or product
2323,i'm insanely jealous of everyone with an ipad here at #sxsw. seems like a great way to interact with the panels. ... next year?? :p,Positive emotion
2324,email me so i can dd you to google document.  i need english speaking twitter advocates - #sxsw worldwide event,No emotion toward brand or product
2325,#sxsw temporary apple store is just like a real store... by zbowling,No emotion toward brand or product
2326,apple's temporary megastore at #sxsw could be model for future conferencesevents:,Positive emotion
2327,google seems to have sabotaged my youtube account - wtf? are they trying to own the entire online ecosystem?  very bad form #sxsw,Negative emotion
2328,apple2 open 'pop up' temporary store  #sxsw 4 ipad 2 launch: apple2 open 'pop up' temporary store  sxsw 4 ipad 2 l #:,No emotion toward brand or product
2329,"sweet siren call of #gsdm #google party starting downstairs, but i am wrapping #sxsw work at desk. help me, obi-wan, you're my only hope!",No emotion toward brand or product
2330,wonder when google's #impactdashboard (being demoed now) will become part of google analytics #bavcid #sxsw,No emotion toward brand or product
2331,pretty even split between android and iphone at #sxsw this year.,No emotion toward brand or product
2332,#smmnextgen tools on the cheap: google analyticsexcelbuzzmetrics.  also radian6 and altimeter.  #sxsw #sloansxsw,No emotion toward brand or product
2333,if you aren't at google you just missed the dance party of a lifetime #sxsw,Positive emotion
2334,rocking pen&paper for the google doodle talk at #sxsw,No emotion toward brand or product
2335,"#sxsw attendees trade ""happy hour"" for appy hours waiting on line for ipad2 (video)-  sheer madness or love?",No emotion toward brand or product
2336,"#sxsw attendees, qrafter can both read qr codes and tweet. download it!  #iphone #qrcode",No emotion toward brand or product
2337,night is ending in fireside pictionary at the w. on an ipad. #sxsw #werdorks,No emotion toward brand or product
2338,perhaps vending machines 4 novels? rt 2 ipad pop-up stores open in austin for #sxsw details here:,No emotion toward brand or product
2339,"to my friends at #sxsw who think i abandoned you, in reality i just didn't have any means of communication, my iphone stopped working. #fail",Negative emotion
2340,normal scene at #sxsw - an ipad in the lap and an iphone in the hand.,Positive emotion
2341,what happened to the taxi magic iphone app? now all i can do is call the cabs via it #sxsw,Negative emotion
2342,#google denies rumors about launching #circles at #sxsw,No emotion toward brand or product
2343,#apple opening a popup shop in downtown austin for #sxsw,No emotion toward brand or product
2344,#apple opening pop-up store in austin for #sxsw geekfest apple  #applesxsw #southbysouthwest,No emotion toward brand or product
2345,"#apple opening pop-up store in austin for #sxsw geekfest apple: our brian lam, and the",No emotion toward brand or product
2346,#apple opening temporary #ipad2 store to handle #sxsw demand,No emotion toward brand or product
2347,#apple opening up a pop up shop in #austin during #sxsw!? man they are everywhere!,Positive emotion
2348,spotted dennis crowley aka  - co founder of 4sq talking to  (vp of google) at #sxsw. location heavyweights!,No emotion toward brand or product
2349,"what happens at the google party, doesn't stay at the google party.... it's waiting in your inbox when you wakeup #sxsw",No emotion toward brand or product
2350,what happens when #apple hires security at #sxsw #austin,No emotion toward brand or product
2351,funny moment at #sxsw panel when dennis crowley gets ipad 2 owners to hold up their new ipad 2. it looked like lighters at a rock concert.,Positive emotion
2352,"google event: one drink tricket, small amount of food.  event: open bar, open taco truck #justsaying #sxsw",No emotion toward brand or product
2353,next presentation - google's marissa mayer. should be great! #sxsw ( austin convention center w,Positive emotion
2354,#sxsw essentials: ipad ipod blackberry laptop plus the iphone th   toronto pearson international airport (yyz),No emotion toward brand or product
2355,"#sxsw essentials: waterenergy bars, smart phone, camera, map of dt, sunglasses, rainjacket, laptopipad, mp3 playeripod, earplugs -...",Positive emotion
2356,;-) rt   the geeks need somewhere downtown to line up to get the ipad 2. i'll be dropping by. #sxsw,Positive emotion
2357,thanks   for the fun party  for #sxsw last night:,No emotion toward brand or product
2358,i wish  &  would make whispergram - hollergram for iphone size screen. #sxsw,No emotion toward brand or product
2359,#ipad2  apple store #sxsw photos thanks to,No emotion toward brand or product
2360,chatting it up via iphone. hilarious. #sxsw,Positive emotion
2361,#sxsw   designing ipad interfaces - new navigation schemas,No emotion toward brand or product
2362,thanks  for giving me new top cover for my banged up juicepack iphone case. you and your products rock! #tradeshow #sxsw,Positive emotion
2363,thanks  for hosting this event #sxsw #sxswi #iwantacr48,No emotion toward brand or product
2364,"ha! rt  google guy at #sxsw talk is explaining how he made realistic twitter bots as an experiment. gee, thanks for doing that.",Negative emotion
2365,!!! rt  got a craving? #sxsw minds created an app for that - foodspotting  #iphone #apps,No emotion toward brand or product
2366,rad rt  hey dudes  is giving away a sampler of bands at #sxsw w a free glasser track.. pick it up!,No emotion toward brand or product
2367,"#sxsw:  intrvw  ""govt is not a vending machine put in , get svcs, it's a platform; iphone was a teaching moment""",Positive emotion
2368,"#sxsw:  intrvw  ""schmidt google ceo told me: u'r good at telling stories; go talk to lots of ppl, tell us what u hear""",No emotion toward brand or product
2369,is the  iphone app sync functionality working yet? #sxsw,No emotion toward brand or product
2370,new mobile app. your store circulars via android blackberry ios even austin & #sxsw,No emotion toward brand or product
2371,video:  playbook in action at #sxsw -  ipad still wins.,Positive emotion
2372,"#sxsw:  rather, in web 2.0: large data sets became valuable: amazon, google adwords, netflix",No emotion toward brand or product
2373,i hope  realizes already 100 people are in line at their pop up  #sxsw store downtown and stocked appropriately #ipad2,No emotion toward brand or product
2374,...and  seems to be holding up well. surprisingly. big event! #sxsw #lxh #google,No emotion toward brand or product
2375,fluffy  seen  party last night with  &  camera   #sxsw #sxsi,No emotion toward brand or product
2376,and...  starts new show and app for iphone... daily grape #sxsw.,No emotion toward brand or product
2377,pop up  store in austin.   brilliant. long lines even at 9:30 at night #sxsw,Positive emotion
2378,#sxsw:  that's already kind of happening as google tries to refine your searches and protect you from smut,Positive emotion
2379,#sxsw ( the league of extraordinary h4ckers presented by google w 4 others),Positive emotion
2380,inline  the apple popup waiting for ipad2 action #sxsw,No emotion toward brand or product
2381,"#sxsw:  thinks larry's elevation at google is great: ""lost their way, caring too much about the biz, not enough about the world""",Positive emotion
2382,fan up  to kick off #sxswi  is giving away an ipad 2... just visit the fb page to enter:  #sxsw,No emotion toward brand or product
2383,"#sxsw:  what if google asks you ""why do you want to know that""?",No emotion toward brand or product
2384,hahart  woke up on a pile of ipad 2's & empty 4 loko cans. think i might have yobongoed someone last night #sxsw #stratlandia,No emotion toward brand or product
2385,scoping venue 4  #cloudcamp #austin: valhalla lounge. great whiskey & beer plus demolition man pinball!  #sxsw,No emotion toward brand or product
2386,my #ipad envy is through. the. roof. thanks every other person at #sxsw,Positive emotion
2387,watch someone 'hack' times square tv screens with an iphone (via   #sxsw #tech #amazing #winning,No emotion toward brand or product
2388,"what do people think of the rumored ""social networking"" program from #google called #circles. are they too late to the game? #sxsw",No emotion toward brand or product
2389,oh no utter  #sxsw fail. can't see the letter of the ballroom in the iphone app as it is too long and doesn't wrap cc,Negative emotion
2390,"ipad2 owner already punched android user. sweet! seriously, excited for this session. #platform #sxsw #gsdm",No emotion toward brand or product
2391,time warner cable to roll ipad app with live tv on march 15  #entry #friends #house #sxsw,No emotion toward brand or product
2392,"life hacker debuts steampunk ipad: 37 ft reclaimed copper piping, one mini-maglight, and ""kinda thin"" etch-a-sketch interface. #sxsw",Positive emotion
2393,new twitter friend  about to take on google's  & bing's  on (what else) seo #qagb #sxsw,No emotion toward brand or product
2394,an engineer from google chrome just came up to correct some misstatements about the browser. awesome! #payingwithdata #sxsw,Positive emotion
2395,ever wonder how google maps captures those street views? #sxsw,No emotion toward brand or product
2396,mega tether iphoneandroid party with  and  . #chargin2diffphonesatonce #dorkinout #sxsw,Positive emotion
2397,brown paper is coming down on the windows of the #sxsw popup apple store.,No emotion toward brand or product
2398,gamechanger like wave and buzz no doubt rt  google to launch major new social network called circles  #sxsw,Negative emotion
2399,"ha! another mention for apple store:  - rt  temporary #apple store on 6th and congress for #sxsw, along w...",No emotion toward brand or product
2400,it is never more apparent than at #sxsw how nice it would be if apple made stuff w removable batteries. #alwayshavingtoplugin #gsdm,Negative emotion
2401,rt to enter the contest and maybe win an ipad 2 from  #sxsw,Positive emotion
2402,"days closer to becoming an owner of an ipad 2. so so so so stoked.
only thing getting me through finals and not being at #sxsw",Positive emotion
2403,"#sxsw interactive award: music category goes to ""wilderness downtown"". congrats shared with    #winning",No emotion toward brand or product
2404,"#sxsw interactive: google's mobile future, and the elusive 'power ofhere'  via",No emotion toward brand or product
2405,"i am desperate to charge my ipad as i lost my charger, does anyone know where i can connect to a charger? #sxsw thanks :)",No emotion toward brand or product
2406,gary vaynerchuck lgger ner winelibrary.tv och slpper i stllet iphone-appen daily grape. #thankyoueconomy #sxsw #swesxsw,No emotion toward brand or product
2407,why is there a line waiting for temp apple store to open at #sxsw? did i miss a product launch?,No emotion toward brand or product
2408,"sitting here at the #flipboard panel, wishing i had my #ipad with me. alas, my two year old has completely overtaken it. #sxsw #flipboard",Positive emotion
2409,almost there! #sxsw #austin #apple,No emotion toward brand or product
2410,day 3 -there's still a long line at apple store in austin. #apple #ipad2 #sxsw,No emotion toward brand or product
2411,"#ipad interfacecontrols should be at the top, mobile controls at the bottom. #tapworthy #sxsw",No emotion toward brand or product
2412,ahh. wonderful news! rt  ipad 2 - is now available for online ordering. go get urs. :-) #sxsw,Positive emotion
2413,"we're experimenting and tinkering again like in the nineties: ""best viewed on ipad is the new best viewed on internet explorer 6"" #sxsw",Positive emotion
2414,i am suffering from ipad envy. #sxsw,Positive emotion
2415,mypov: #verizon wins hands down for network.  hard to use new services like #beluga with a crappy #att #iphone network #sxsw,No emotion toward brand or product
2416,device overload here at #sxsw. ratio of apple devices to people nearing 3.,No emotion toward brand or product
2417,iphone users at #sxsw - any of you have your gps stuck on? is one of the new geo app updates doing it? foursquaregowalla?,Negative emotion
2418,what matters most:  it's all in the title!!! #touchingstories #ipad andor #tablet #sxsw,No emotion toward brand or product
2419,apple offers up free itunes sampler ahead of #sxsw to feature new artists  via  #music,No emotion toward brand or product
2420,"more farmers use blackberry than iphone, but ipad is catching on because of bigger screen. #mobilefarm #sxsw",Positive emotion
2421,"don't understand people who paid and travelled all the way to #sxsw would wait for hours to get ipad2, esp. when they already have an ipad.",No emotion toward brand or product
2422,texas observer tomlinson says they would double revenue per issue with ipad subscriptions. #newsapps #sxsw,Positive emotion
2423,great interview to  on bloomberg tv about #ipad2 to kick off #sxsw.#apple,Positive emotion
2424,"video interview with  &  at #sxsw ""google deals""",No emotion toward brand or product
2425,"almost every ""how do you ?"" is answered w google docs in this session.  #sxsw #looseorganizations",No emotion toward brand or product
2426,"this is very cool, google is basically foing their version of an apple event and showing a ton of new product features. #sxsw",Positive emotion
2427,this is very cool. potential of non-text applications on iphone. awesome. #sxsw,Positive emotion
2428,pair of very nice back to back talks this morning on interface design for ipad and the future of touch in general #sxsw ...,Positive emotion
2429,i hope everyone has an awesome weekend at #sxsw! i know  is giving away some great apple prizes.,Positive emotion
2430,i hope everyone rsvp'd for the temporary downtown austin apple store for #sxsw.,No emotion toward brand or product
2431,#austinites #sxsw and check it out on #iphone,No emotion toward brand or product
2432,apple takes bruises from panelists. not well regarded in sustainability space.  corporate sustainability reporting and transparency.  #sxsw,Negative emotion
2433,"at mistakes i made building netflix for the iphone at sxsw.
 #sxsw #netflixiphone",No emotion toward brand or product
2434,apple likes it if you pay them. that's what apple likes. - barry diller #sxsw,Negative emotion
2435,"apple likes it when you pay them. as long as the gadget will be liked by many, this closed system will work. #pnid #sxsw",No emotion toward brand or product
2436,#sxsw makes me feel like a kid. a drunk kid with an iphone.,No emotion toward brand or product
2437,ipad 2 goes on sale at 3 pm at #sxsw - i'm looking at you  ;) (32 gig no color preference) :),Positive emotion
2438,"mayer comes out sans intro, still gets cheers. #techrockstar launches into google's priority on location - fast, fun & future #sxsw",Positive emotion
2439,"free itunes sxsw ""featured artists"" sampler:  #free #music #sxsw",Positive emotion
2440,"apple saves sxsw, set to open pop-up store - cnet news  #sxsw",Positive emotion
2441,#ux  #uxdes talk is really about an exploration of the wild wild west of #ipad design. #sxsw,No emotion toward brand or product
2442,sxsw ladies with stds: the ipad bot on twitter creator is the persistent guy who chased you all last night. #takeonefortheteam #sxsw,No emotion toward brand or product
2443,"holy smokes, ipad2 replacing my flip cam as default video capture device. beautiful. elegant. apple. #sxsw",Positive emotion
2444,hey foodies: if you're in austin for sxsw download the new arw iphoneandroid app and use it as a guide to dine while you're in town! #sxsw,No emotion toward brand or product
2445,google presentation by mayer is a sales pitch #fail #sxsw,Negative emotion
2446,google presentations during the #sxsw trade show - busy trade show but nice to be on the other side this time! :),No emotion toward brand or product
2447,google presenting hotpot. #sxsw #sxswi ( austin convention center w,Positive emotion
2448,omgz. makeshift #sxsw apple store is in a golds gym!,Positive emotion
2449,"in ipad design headaches: take two tablets, call me in the am panel - excited to hear  live! #sxsw",Negative emotion
2450,"the web designers guide to ios (and android) apps, today  10 a.m!  #sxsw",No emotion toward brand or product
2451,"diller doesn't think daily was ready for market, doesn't know why anyone would do ipad-only anything #sxsw #sxswi",No emotion toward brand or product
2452,that's awesome rt  rt  it's not a rumor: apple is opening up a temporary store in downtown austin  #sxsw,Positive emotion
2453,it was awesome to hear marissa mayer acknowledge that google maps needs to increase support for its product bc of incorrect routes. #sxsw,Negative emotion
2454,wow. shakespeare's pub on 6th st. here's to the delete button on the iphone video camera. #sxsw,Positive emotion
2455,it's madness already downtown and it's only the 1st day of #sxsw. apple popup store seems to be doing brisk biz,Positive emotion
2456,ipad success at the apple popup store in austin! #apple #sxsw,Positive emotion
2457,"in the press lounge of #sxsw, someone is getting a tutorial on how to use a touchpad on an apple laptop. #honest",No emotion toward brand or product
2458,a group messaging roundup to help you stay in touch at sxsw  #android #fastsociety #iphone #sms #sxsw,No emotion toward brand or product
2459,today's sessions (1 of 2) at #sxsw -- print design as future:   your momipad:,No emotion toward brand or product
2460,the simplest gesture on the ipad should be used for core interactions. #sxsw #touchingstories,No emotion toward brand or product
2461,awesome restaurant week app for #iphone -  #austinites #sxsw,Positive emotion
2462,... interesting if in fact it takes into consideration the preso by paul adams! rt  google circles will be     #sxsw,No emotion toward brand or product
2463,brutal question served up to marissa mayer about jc penney mapping getting rerouted to macy's?  uncomfortable for  #sxsw,No emotion toward brand or product
2464,there's yet another line at the austin apple store for ipad 2! going well around the block! #sxsw,No emotion toward brand or product
2465,first tweet from a plane: feedback for #gogo. no registration via fb connect or twitter? no paypal or google integration to pay you? #sxsw,No emotion toward brand or product
2466,fun to meet the  folks at #sxsw #couch #couchfan ... this app made the ipad #lovesit,Positive emotion
2467,i don't get the obsession with chasing open bars. everyone here can afford a drink; and if you can't go pawn your ipad. #sxsw,No emotion toward brand or product
2468,anybody get their ipad 2 from the downtown apple pop-up store yet? any tramplings? #letushopenot #sxsw #poppop,Positive emotion
2469,can i tweet this if i only use apple :) rt  microsoft's dpe will b sxswi & tweeting  #microsoft & #sxsw,No emotion toward brand or product
2470,killer meet ups with new and old friends today from apple and microsoft to solo killers and many in between #letschangetheworld #sxsw,Positive emotion
2471,say forget you 2 ur red bar! 1st 5 to meet us in front of hall 3 in 4 minutes win a dual compatible juice pack air for iphone 4 #sxsw,No emotion toward brand or product
2472,"for any retailers headed to sxsw this month, check out  - google's sxsw twitter presence. #sxsw",No emotion toward brand or product
2473,google sketch up artists live at google blogger party at six lounge. thought they were live blogging at first. #sxsw,No emotion toward brand or product
2474,the complete ios dominance at #sxsw compels apple to open a frickin' temporary apple store in downtown austin this week.,Positive emotion
2475,"hmmm, something seems amiss at the #apple store #gsdm #sxsw #welivehere   apple store, sxsw",No emotion toward brand or product
2476,"""something ventured"" is great. it has some great stories in it including genentech, apple, and cisco. #sxsw",No emotion toward brand or product
2477,wow! something ventured was a kick ass film... google or blekko it for details. good choice  #sxsw #startups #vc #movie #awesome,No emotion toward brand or product
2478,"youtube gets 2b viewsday, 10 are mobile. 35 hours of video uploaded every minute.  google league of extraordinary hackers #sxsw",No emotion toward brand or product
2479,"#sxsw tweets, who is

 android user and attendong sxsw? please report scenes with bannka app.",No emotion toward brand or product
2480,is sxsw getting its own apple store? - sxsw baby!  #sxsw,No emotion toward brand or product
2481,"are you getting one? rt  line for the ipad 2, at the apple store. no demo units until 5pm. #sxsw #fb",No emotion toward brand or product
2482,fast society is ready to party at sxsw (exclusive demo video)  #fastsociety #iphone #sms #sxsw,No emotion toward brand or product
2483,forget queue for the mashable and google parties - the best option at 11pm is definitely the redlaser party with chromeo! #sxsw,No emotion toward brand or product
2484,ipad 2 queue is epic. #sxsw,Positive emotion
